SRR5962198	SRR5962199	SRR5962200	SRR5962201	SRR5962202	SRR5962203	SRR5962204	SRR5962205	SRR5962206	SRR5962207	SRR5962208	SRR5962209	SRR5962210	SRR5962211	SRR5962212	SRR5962213	SRR5962214	SRR5962215	SRR5962216	SRR5962217	SRR5962218	SRR5962219	SRR5962220	SRR5962221	SRR5962222	SRR5962223	SRR5962224	SRR5962225	SRR5962226	SRR5962227	SRR5962228	SRR5962229	SRR5962230	SRR5962231	SRR5962232	SRR5962233	SRR5962234	SRR5962235	SRR5962236	SRR5962237	SRR5962238	SRR5962239	SRR5962240	SRR5962241
DAZAP1	6.96062927257094	5.10569683443928	4.69112484376665	6.24081232568721	7.53135404463499	5.672430499537	8.05822219689734	4.52800961359854	7.77925970896688	5.41585038430533	17.1380367301832	11.245515927982	5.33841095145126	10.2721482957336	11.7675032242476	16.8271773340742	11.7373629308847	9.38317437080923	10.718303859269	5.93629006612797	11.6581827838367	3.50726489787007	4.60056327697156	17.1444103947918	7.80038782386932	11.8709480510485	11.5911440462254	10.4381019366726	7.90674364110865	2.57179258412952	13.5791223013386	10.8017950774589	8.96992048736412	11.3784129201086	3.6318880678127	5.37658889864147	16.3763546013775	11.8559216034557	7.89375816644603	12.8372368054082	9.22734297993955	14.938301982147	17.9989281439781	5.99631887873579
ELAVL1	8.39021458452268	5.72532476762565	4.2186640384196	6.76827203111643	8.71552967898718	8.50976881100522	12.1208953261822	5.13754127090393	6.49332181456063	8.14210720764232	8.52580304606503	9.14440603193929	4.18532364738023	9.15570591717928	12.5532502964316	13.2490684670711	13.8509920168313	7.84926959584378	8.02702736165508	6.73379037150157	9.59236269340171	5.07790053180668	8.51216544038802	10.3255801280083	7.38645990232094	11.8308081783878	12.8515486785689	10.7959234206338	8.69256766153178	3.51037995932484	17.1607644599707	12.5784911091124	6.24932684749449	15.8232983275806	5.9143450491738	5.4701856860634	16.3082494822469	16.589227705197	5.5616282662891	16.0670507304484	10.0491938842678	17.7633873955056	12.1880459211503	8.06626639046953
ELAVL2	0.0626134074427833	0	0.084185248505499	0.0165626978937123	1.38881935511808	0.0211103784375288	0.357476650251627	0.0777504995935769	0.350526963290675	0.252280875777091	0.522927604199733	0.185655389380235	0	0.142542208049113	2.43701189912976	0.75085891822077	0.551464384770114	0.265054665669498	0.132321365636836	0.0630648141630124	0.50985895417417	1.48139122727966	0	1.02430750815534	0.0271132062889281	1.64678969101239	0.210516675990357	1.71796415015949	0.751523173187982	0.189843664539899	1.6763921145125	1.20646541387027	0.724831283488489	2.4320292067581	0.200427353482496	0.733438747228037	2.78972215104188	2.58238173562228	0.274102208111946	0.875957065549294	0.765263883059824	5.08666999902253	0.70582232532088	4.24882648371317
ELAVL3	0	0	0	0	0.109710475130357	0	0.0142938379137075	0	0.0344027914554633	0	0.0470462767903562	0.229068011261598	0	0	1.66328252270962	0.121594670436508	0	0.0211966204040735	0	0.00851063707198813	0.0379618165475992	0.0217594225994866	0	0	0.0146357782319986	0.0341900498109789	0	0.409403717284954	0.236643245215497	0	0	0.035202871457241	0	0.109401299820911	0	0	0.444363688256694	2.24318021780631	0.0306126360666494	0.0245633178499735	0	0	0.028222570360641	1.24160883075092
ELAVL4	0	0	0.0452465529581121	0.0203471001849143	0.925898460733565	0.0778016337253093	0.105722814291718	0.143273506660248	0.254456497556523	0.110687286729569	0.240904148445264	0.309531298259932	0	0	1.87545368042246	0.253666128323389	0.270987278940572	0.0241197681032012	0.0338657096166616	0.00484215381210988	0.0971932288030639	0.461158432075382	0	0.0967962309148117	0.0333082887966278	0.0389050734106287	0.234372129863188	0.434099681784179	0.403916762836156	0.0927583305740696	0.158417698716617	0.0200287847762816	0.0226384985404294	0.248976858722447	0.0307778620010764	0.0367763995078639	0.496280462382606	2.04202313900111	0.116114372461215	0.0838522631097447	0.12675756844461	0.155210770869497	0.160573204453886	2.02113827560724
ENOX1	4.8460627392882	2.24372142033266	0.776397447341385	1.50952232815703	3.33225883314595	3.51205873752414	2.44209194882159	1.7434231079708	5.11704970539266	2.24193314158067	2.71079508115736	3.83687307070246	1.59334098335263	1.95900253842898	4.94385971934447	3.38545161373225	4.49950237228587	3.47941062302695	2.67994524943055	2.02994862700617	1.44975568382182	1.5526370772714	0	1.36784271369853	1.33360651028795	5.91006718332651	4.72047947541562	2.90092330510192	2.23480434494935	0.76150222065655	7.83518867438042	1.74535103498261	1.90167635511169	3.66492814837714	4.56673132597114	3.50792820118579	6.30730461123073	11.0787001020456	1.35368508030945	7.35643715998094	18.7332916210856	2.92441031384396	1.98544948439857	3.39682055677188
ESRP1	2.07953575365355	0.81763509809661	5.88044753791488	0.122241204146824	18.768221616154	0.0445158339154453	17.4006189776158	3.70945639958402	1.88150454291073	1.93796069673866	19.5500730823438	7.55025785734478	9.01683918948354	21.078264543484	44.4491434084246	34.1871584599846	11.8497762032206	4.35754904637305	7.84767483892314	0.265971811116212	17.1931111241891	18.9289602553489	17.3660647021191	38.2149534087966	33.9471246945733	44.042107284296	49.0670649039277	57.8602429120047	20.5357239874858	7.18768470145187	38.2735860261818	50.9506647864091	24.4942950695329	24.7875742604692	19.6463774088307	24.6985018381038	67.4103816904066	38.4628596919071	26.1098469757875	43.2999899676147	43.4255395200523	31.2407907382399	28.7340067549149	31.560614049477
ESRP2	1.08538755048725	0.384078926885814	2.68933661948623	0.639845523178564	6.97918462105033	0.355487544396081	5.73774735197209	1.84839114084865	2.02017116354702	1.71359022304666	13.7051407412114	4.78145813003944	4.29977910770608	5.75374411002638	6.88128469830894	24.2964382531102	6.28195409207196	2.33379324903744	4.11784055861355	0.351389755152842	10.9368220264212	5.43537817377209	4.89455957349184	15.5317191365132	12.4751577203709	10.4462033996865	8.05442319831479	14.8034420886886	5.62455578023305	1.98308285963786	19.128395220985	26.711489752082	10.8184770150981	18.3691086309244	2.33278281240612	4.58147897110608	12.7296623425842	19.0820633758701	9.29700860738257	10.8742385636725	5.29774491686801	6.62749354367761	24.0043974735903	8.55980896280054
EWSR1	14.7109370064679	16.1574047929463	12.7077249440019	16.0478363406518	25.0897210690908	22.645102541059	21.0762515454486	12.258880460566	19.3993063157176	15.5896751141156	34.7282302345551	24.9122193570874	12.7869240053222	25.8271130710408	22.6859488377785	35.550520514413	35.3231576937441	22.8202063966452	29.5738124054454	13.1375257696992	29.2256715360899	8.87132512815714	13.1178873403572	22.9442501100455	21.6951600447979	22.3375554979324	28.8039961793575	32.6503519428681	23.6298701136384	6.89842531557824	32.2391216280148	24.2165891481526	28.2342197322425	28.2977173270355	9.72730662383815	15.5273192595023	35.9454764214238	20.8329753381698	21.4917425628264	27.0223757207985	30.2773083794731	35.6285371038628	39.0962257330745	16.1324528375826
FMR1	8.4297764983931	7.74802430405477	5.76690225627049	7.99278550780213	13.5714491470079	13.2984509921256	11.1712949107587	7.0011343780693	6.33580451623533	6.04944481210264	8.82756922931754	11.4608170546001	8.86813730709219	9.82680911783424	10.8869930543701	15.1103211641001	17.2732859359454	11.2500655920042	11.5349404685244	8.14793537499783	13.1217754700739	9.0039138286823	4.52548945306218	11.2378457874557	6.26444451845217	8.79629000830393	9.64243204699294	16.7972110041894	12.8116477194193	7.40820370744898	12.4331026072556	14.1065559619849	7.97844437497028	11.7698371381097	10.4882003620641	9.56375112434709	13.5556333993024	13.9237665397724	9.44353259554331	13.6052395443306	12.220625431926	15.5924283795557	17.9435476127082	18.7678545059158
FUS	9.14062576617503	9.20660496420845	10.2002190890233	10.1101419021542	19.5061582940276	13.0569004560085	13.3642424905679	11.1788731616251	16.6861758999937	10.7876979438742	45.2846027368473	29.2582844903545	11.6021623485892	12.4225258979302	21.3631471532498	31.4853297239923	25.3481089722992	11.5731955157606	30.4675829325325	9.51379508179509	31.7949876166756	5.70678140413792	12.7189216903666	64.2928072326129	15.4636054073698	37.7076722214858	31.5354447511287	40.92518131104	23.4514215426204	7.50768859815164	44.3365555936009	26.234848030143	31.080746311104	28.3197372456713	10.3319992436631	15.6096109570038	35.1700072896648	17.9659051508924	20.3115387816814	25.7769703326766	34.8244579662322	46.4830936959857	56.129113754948	12.0878987076082
FXR1	15.8287368978818	11.9888926081624	8.21766851821364	12.4679983674441	17.5738136308071	15.0963562589708	14.898406225153	7.79989947476594	11.2974056095535	11.1235111427777	14.4307143933087	17.4968779440742	9.46524251416843	13.8061504061044	17.1335214786267	21.1324143640071	24.8361278928938	20.0491377703899	15.9808638710764	13.438132518676	18.6839898968991	9.48152408624492	8.55579236208495	17.3608450349599	9.9586117109516	14.3257431675782	15.7822573749899	20.2904969572332	13.410341922399	5.60126309348444	15.4345320549507	9.04768050497555	12.1782945581567	13.2693300914036	8.79536634754425	8.39728408207048	18.2527418378763	19.1192210511081	12.0003157598945	17.1420277001702	12.4169040973122	19.6269635386579	21.7665646939757	17.8045362665081
FXR2	9.60254277100476	8.49497103870171	4.68018392382907	8.25530935985318	6.25391255703203	9.46357382698675	10.5664055544629	3.87530118068375	7.10503314954741	8.58841888920419	8.04544782522966	8.04115073489306	2.98079466497757	9.03852387623791	11.4337858800037	10.0094991251087	12.4648923862025	11.8937194981497	5.81476021842021	6.72374121209749	8.62821468562976	3.16829203930175	3.88614025351529	9.24880543944995	8.84405781727967	9.26535440285	9.74769033685437	11.8958529881517	6.96950397943732	1.57790439145928	12.208234341814	11.5401104664626	8.66685759010141	10.5200008683423	3.25113683896612	2.27789152682768	11.1320736044176	12.6060564809053	6.70138497041572	14.2525367883079	12.628917348203	11.3535646589405	11.2872533027878	5.95456445328343
G3BP1	15.057308968705	15.2316349744517	10.3492020650653	15.4774353385428	19.6198005421687	22.180161982823	22.3231919974535	11.3730573461044	10.2175672546824	14.9210218742369	12.1450357973595	17.9810658166504	11.6996615893089	19.6987882510431	26.9737552216147	26.6725537334826	33.7376322310527	20.2307630422607	19.5930777888641	15.3984067623758	21.8095694357712	6.60856213224054	10.5623771612474	18.5742489422906	18.1278940546636	18.5053482507167	23.7837066471167	18.032487050326	19.3712284244639	8.04501480296335	22.6502523364066	18.4638647943903	19.2262546037911	19.4821969029492	17.9364127030391	11.9600932979816	37.0038956792722	33.2272712974509	16.8624399969911	32.3355160589865	14.0188970267409	26.5918927999427	23.1378182532655	12.2303938038334
G3BP2	9.76064023596613	9.7180561200971	6.94976710617875	9.5719046684518	13.0844708617331	14.4451042159045	18.8046920267561	7.76888017915224	6.35035540357355	9.11531263460702	8.46506191471258	10.659736511198	7.22776835447854	12.3181920613382	15.9641328141688	18.3242260727624	19.8965344725997	13.5004699316649	12.4371279867048	8.66526496755703	17.6819973612009	8.9640085172411	9.8163131151916	18.138066224451	8.31182169052464	14.5331919015064	17.4817592486053	36.101230525002	16.5628467535825	5.72148724745681	18.7092002487218	14.3746380779679	14.3874212380648	16.3629706204747	10.9536312016397	10.8053054148224	20.657989873116	23.8045909429761	11.7345206687511	26.742732448242	10.2363113131731	22.0943588908569	18.2383232461174	19.1286288387489
GEMIN5	9.43716288259256	10.6439189883014	5.33798464666623	8.75607390048227	11.5837175361392	12.5540922032761	10.7613871118252	5.89472493419375	8.27084190007907	8.66495538104895	9.46509155315986	9.68567756573803	5.90021731964385	12.1051015288767	12.3214449705873	13.5394071270667	17.8087039708529	15.9761583196456	9.98185430630018	8.6221635121868	11.3680641472373	4.63468183496267	5.99996920076758	12.6291983887266	6.32116253777873	10.4692973521395	13.228533718416	7.01170798518006	7.82322514982298	3.26528106313966	8.7491254485399	10.4527828835559	8.1562130148962	10.8435509643098	6.2117076432059	6.5703865672143	15.4796395028873	19.8955118672021	6.06847779476074	14.7736475602933	7.76799605836979	14.1374423889055	13.3201106243769	7.20059976028267
HNRNPA0	9.1234626215091	8.6266528770666	7.13282296193456	10.835726419788	8.692537352676	12.4036859621511	14.0120526086363	6.14615334558384	8.12096983032331	8.97210083505064	8.3034437721841	12.4229697647693	7.9496980636182	8.42991640934087	12.905797186596	15.650865488481	18.7450295135239	12.4104996086853	10.0436467454038	7.96617607366543	10.8746651382647	6.04600903150983	6.80152597222328	13.3402603526172	9.88472880074669	13.6007099925687	10.2378019019338	10.67021172905	11.6069106072361	3.69068380532712	16.0893327530717	10.3488199933735	13.2191994856053	17.9338777153917	12.9284470494993	8.58280883655212	13.6154230883705	19.0338278851842	7.5162260569399	18.9787194060812	9.89125109439804	17.7646646224439	14.2494795728221	9.85631213064862
HNRNPA1	46.4223675035397	35.5412001353776	39.4299845017876	53.6065059984192	45.5359986324967	58.0369285344173	79.383267365021	33.4473431109612	40.3548288333747	39.4723590953795	70.4371067523448	60.6201538601957	32.9179441204573	79.1525366389367	93.37079283143	84.6185972260177	93.6913368573005	58.7540407482533	51.0158106513176	31.4375791468158	57.3419828560525	31.0426308968994	39.1883907437322	96.8493626073372	79.2013314196349	86.5787938343364	72.3645965614738	103.186534273496	72.1640797383521	19.8193956176933	146.627939912502	77.3186338627718	89.698511094281	108.80731136895	35.7605666918924	47.905639809285	122.968930881125	102.3121153336	43.8161580952884	96.5760207894781	50.2213852109502	99.962463573496	76.9348637649616	46.0464085491815
HNRNPA2B1	27.774132019944	22.3697622820672	27.3725702432261	26.7957742550951	44.4559535911089	42.6183610534148	40.1476328016799	23.256479413832	33.2959560347496	29.7263455145413	60.6007089878457	44.8433118003917	25.5175207029062	39.1369505383081	44.2681043590325	63.7626043767059	50.3171792083681	31.8241341477793	56.1204464451599	24.3089158674144	59.1157717045635	18.1107212595357	38.2589013644759	70.2231828853358	41.0804305913491	66.4640418475274	54.2400480099739	82.3095118405629	56.7980534945391	18.9525053170042	67.3172102974904	50.3878936701855	64.4730271047371	54.5306498489446	31.0680274752912	39.4593243040553	62.7383303363092	57.4323546778281	52.0642448044376	52.1449344438011	53.5483544061727	83.7935002277926	110.909512574113	45.9163690054894
HNRNPA3	29.7421663376954	28.5523124403584	24.4458704582253	27.615983535279	49.0411744350015	40.4198400156965	39.7035121120481	24.771418727506	28.3093717145463	28.4908777380367	43.3973341343217	51.517472134521	32.4472151983892	28.3632498389195	33.108227827399	53.3121087504401	69.2761612840062	31.9649007478094	55.9809693430636	30.0962905200404	49.715326450311	22.8126849877609	34.2648518425487	54.9727719979953	29.1425308129967	40.5300002842553	40.3986660793254	75.1891314471149	52.0901916809828	17.5163578442926	72.0348144636465	49.3933911559856	44.9151973820046	53.0931674627798	35.8130759331206	30.8967402483944	51.575741031654	44.0940912708084	33.8713927056034	40.1448418362656	40.3469473368183	63.7580553019882	69.5303783008792	40.5645572544599
HNRNPAB	19.8296483996203	21.1047303118067	13.3562599585371	23.8555243472993	16.6876470153309	31.4046282287698	34.9582733664739	16.0855064515635	22.5039574243452	20.9910757020518	24.2705811198509	23.6861514987524	9.19782036494849	32.7762953036065	44.458346735907	39.6024311528943	35.3044478833857	25.8010457631088	24.6459476567062	16.4716629881361	28.7360331635342	25.0309564104262	19.9857331026512	45.2225775400854	29.083074175491	51.6465400589459	48.02324701204	52.2054582001909	28.0664060308883	12.5126270570802	62.1980196986672	51.6729786440863	39.0266907655468	60.3734792086056	16.0664217853419	15.4017755310063	58.5636234013179	55.4662847907149	24.4287534991632	55.1048462564478	20.0948450077303	50.9507313964219	31.9424530428284	32.7940372085271
HNRNPC	41.8784362578986	40.0150866858778	33.8269614827336	33.2159421695749	68.3263841737596	57.326038795525	82.4744422530984	33.7552093559806	30.9706212360807	33.5033312231086	54.8067159357071	62.3206568042867	38.903474869551	67.3344334042064	81.3180759763803	88.6577036615239	86.4777517677692	55.6614663299617	55.2632360661343	37.0522645457474	64.1485912405602	33.1720808760143	47.5941612825456	94.3767631339365	63.0310108669013	61.0002104211082	85.8686061729347	106.631043782891	77.3601606615141	27.6173392585231	72.8438160731394	67.8285987631824	65.2936224500476	76.8112556389873	49.0784217928772	52.5672868476839	121.579318686843	130.832599714338	55.6567568178513	129.910553247304	57.528307450886	101.696613179836	87.8926244401194	60.8471109502335
HNRNPCL1	0.425704913036913	0.251068978534957	0	0	0.690914777904269	0	0	0	0.577748466029844	0	0	0	0	0.323045392139523	1.65056189158356	0.22689093707553	0.0999833134997666	0	0	0	0	0.0456775180759064	0	0.892847068226571	0	0	1.13310508031406	0.31251741189573	0.331175335235445	0	0	0	0	1.14827951597742	0	0	0.207291350165601	1.47993942034183	0	0.103126945576476	0	0	0	2.24439409341759
HNRNPD	13.4385180497918	14.8453299933742	11.110680100888	15.4020990460334	26.5243578724968	17.8902670519126	17.9125223090401	9.96088480396955	13.9601855924766	13.5067093142729	27.641466760169	23.8044804678856	14.9784551458959	17.0546310375335	17.7164638299879	30.0932265346714	30.9723126785788	16.2557355546335	25.3957447715204	14.7891099581902	30.6146063099182	8.38077439622961	24.2542803102222	21.9582825255488	17.2979615100546	22.7344730656523	24.6353287691902	32.0754065471821	21.0190310532543	6.4488897284259	35.3437351733188	21.1511771032777	22.0166365078493	30.4412995396824	8.86351283502477	13.3682343912845	28.767620988302	24.2806734807951	16.6046779404849	22.4058468026759	25.7541746025199	36.2632556967729	38.9090702778964	17.1823695640602
HNRNPDL	37.9808241186433	32.5959190287429	29.6418406871573	30.371386688386	59.2649676664841	43.8032907247206	55.6215114245004	30.0324488093714	33.801106606313	38.0275792883232	63.8459074528927	63.5390136047576	35.896713013264	49.5269076375382	53.5920409427875	96.9449082379065	100.831028777437	54.2459124902434	62.9717514681742	35.4698232234979	68.1315685909508	17.9312636504469	23.7334647143041	66.0342521754452	44.9290200179913	49.107448668171	58.9929769337771	52.2607793144961	63.3344526893187	20.9217276212786	58.8014178018764	52.3051732545078	58.2924236048317	56.7114256186128	30.1498800571325	30.6687368432039	73.0275166862838	93.1304057367475	51.2446558236733	68.699668296172	57.1136574761817	79.8787734027204	81.7044790145296	37.7764371001233
